Movie,Character_ID,Line_Index,Dialogue,Character
Harry Potter and the Deathly Hallows: Part 1,LUCIUS_1,222,My lord?,LUCIUS
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_3,224,Are you burdened?,VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,NARCISSA MALFOY_1,226,My lord is always welcome here. (CONTINUED),NARCISSA MALFOY
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_4,234,"You bring news I trust, Severus?",VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,SNAPE_1,236,It will happen Saturday next. At nightfall.,SNAPE
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_5,239,And this information comes --,VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,SNAPE_2,241,"-- from the source we discussed. Yaxley, the wizard seen at the Ministry, leans into the flickering light from the opposite end of the table.",SNAPE
Harry Potter and the Deathly Hallows: Part 1,YAXLEY_1,245,"I have heard differently, my lord. Dawlish, the Auror, let slip that the Potter boy will not be moved until the thirtieth of this month, the night before he turns seventeen.",YAXLEY
Harry Potter and the Deathly Hallows: Part 1,SNAPE_3,252,This is a false trail. The Auror Office no longer plays any part in the protection of Harry Potter. Those closest to him believe we have infiltrated the Ministry.,SNAPE
Harry Potter and the Deathly Hallows: Part 1,SQUAT MAN_1,258,"Well, they’ve got that right, then, ‘aven’t they? As the Squat Man cackles wheezily, others join in.",SQUAT MAN
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_6,263,"Pius, what say you? PIUS THICKNESSE looks up, his gaze placid.",VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,THICKNESSE_1,266,"One hears many things, my lord. Whether the truth is among them is not clear. (CONTINUED)",THICKNESSE
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_7,273,"Spoken like a true politician. You will, I think, prove most useful, Pius. Where will he be taken? The boy?",VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,SNAPE_4,278,"To a safehouse. Likely the home of someone in the Order. I’m told it has been given every manner of protection possible. Once there, it will be impractical to attack him. We may have compromised the Ministry, but there are those who remain loyal to him. As long as the Ministry stands, his allies within will have the means at their disposal to insure his safety.",SNAPE
Harry Potter and the Deathly Hallows: Part 1,BELLATRIX_1,291,"My lord, if I might, I’d like to volunteer myself for this task. I’d like to kill the boy. Just then a WAIL rises from the floorboards. Voldemort’s eyes flash briefly with RED.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_8,297,Wormtail! Have I not spoken to you about keeping our guest quiet?,VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,WORMTAIL_1,300,"Yes, m-my lord. Right away, my lord. As WORMTAIL scrambles up, Voldemort returns his gaze to",WORMTAIL
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_9,305,"As inspiring as I find your bloodlust, Bellatrix, I must be the one to kill Harry Potter. But I face an unfortunate complication. It has recently come to my attention that my wand and Potter’s share the same core.",VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_10,323,"Come now. Surely one of you would like the honor? What about... you, Lucius?",VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_11,331,I require your wand.,VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_12,343,Do I detect elm?,VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,LUCIUS_2,345,"Yes, my lord.",LUCIUS
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_13,347,And the core?,VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,LUCIUS_3,349,Dragon -- dragon heartstring.,LUCIUS
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_14,354,My wand? You can’t possibly think I would give you my wand. Lucius’ eyes meet Voldemort’s. For a moment he is speechless. Finally his chin drops.,VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,LUCIUS_4,359,"No, my lord.",LUCIUS
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_15,365,"For those of you who do not know, we are joined tonight by Miss Charity Burbage who until recently taught at Hogwarts School of Witchcraft and Wizardry. Her specialty was Muggle studies. It is Miss Burbage’s belief that Muggles are not so different from us. (MORE) (CONTINUED)",VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,CHARITY_1,390,"Severus, please. We’re friends... Snape’s face remains impassive. Voldemort’s eyes narrow to scarlet slits... his voice HISSES. Draco watches a teardrop strike the table...",CHARITY
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_16,395,Avada Kedavra! (CONTINUED),VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_17,403,Nagini... Dinner.,VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,UNCLE VERNON_1,419,"Come now, Dudley. Hurry up!",UNCLE VERNON
Harry Potter and the Deathly Hallows: Part 1,HARRY_1,425,Time for the teary farewell.,HARRY
Harry Potter and the Deathly Hallows: Part 1,AUNT PETUNIA_1,432,I’ve lived in this house twenty years. And now -- in a single night -- I’m expected to leave.,AUNT PETUNIA
Harry Potter and the Deathly Hallows: Part 1,HARRY_2,436,"They’ll torture you. Even Dudley. If they think you know where I’m going, they’ll stop at noth-- (CONTINUED)",HARRY
Harry Potter and the Deathly Hallows: Part 1,AUNT PETUNIA_2,443,You think I don’t know that? You think I don’t know what they’re capable of? Her eyes pierce Harry’s.,AUNT PETUNIA
Harry Potter and the Deathly Hallows: Part 1,AUNT PETUNIA_3,448,"You didn’t just lose a mother that night in Godric’s Hollow, you know. I lost a sister.",AUNT PETUNIA
Harry Potter and the Deathly Hallows: Part 1,HARRY_3,453,Do you have any? Magic?,HARRY
Harry Potter and the Deathly Hallows: Part 1,AUNT PETUNIA_4,455,What a cruel thing to ask.,AUNT PETUNIA
Harry Potter and the Deathly Hallows: Part 1,UNCLE VERNON_2,461,"Well, this is goodbye then, boy. Harry, standing by the front door, nods, eyes Petunia, who sits in the front passenger seat, a ghost behind the glass.",UNCLE VERNON
Harry Potter and the Deathly Hallows: Part 1,DUDLEY_1,466,I don’t understand. Isn’t he coming with us?,DUDLEY
Harry Potter and the Deathly Hallows: Part 1,UNCLE VERNON_3,469,Who?,UNCLE VERNON
Harry Potter and the Deathly Hallows: Part 1,DUDLEY_2,471,Harry.,DUDLEY
Harry Potter and the Deathly Hallows: Part 1,UNCLE VERNON_4,473,Absolutely not.,UNCLE VERNON
Harry Potter and the Deathly Hallows: Part 1,DUDLEY_3,475,Why?,DUDLEY
Harry Potter and the Deathly Hallows: Part 1,UNCLE VERNON_5,477,"Well, because -- he doesn’t want to, do you, boy? (CONTINUED)",UNCLE VERNON
Harry Potter and the Deathly Hallows: Part 1,HARRY_4,483,"Absolutely not. Besides, I’m just a waste of space. Isn’t that right, Vernon? Uncle Vernon stares hard at Harry.",HARRY
Harry Potter and the Deathly Hallows: Part 1,UNCLE VERNON_6,488,"Come on, Dudley, we’re off.",UNCLE VERNON
Harry Potter and the Deathly Hallows: Part 1,DUDLEY_4,492,I don’t think you’re a waste of space.,DUDLEY
Harry Potter and the Deathly Hallows: Part 1,HARRY_5,495,Well... thanks.,HARRY
Harry Potter and the Deathly Hallows: Part 1,HARRY_6,499,"(under his breath) See you, Big D.",HARRY
Harry Potter and the Deathly Hallows: Part 1,HARRY_7,508,"Good riddance. His eyes shift. The last rays of sunlight lay, like a stain, upon a SMALL CUPBOARD DOOR below the stairs. He lets the rucksack slip from his shoulder. Sets down the cage.",HARRY
Harry Potter and the Deathly Hallows: Part 1,HAGRID_1,541,"All righ’, ‘arry? Yeh look fit.",HAGRID
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_1,543,"Yeah, he’s ruddy gorgeous. What say we get undercover before someone murders him.",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,HARRY_8,549,"I thought you were looking after the Prime Minister, Kingsley.",HARRY
Harry Potter and the Deathly Hallows: Part 1,SHACKLEBOLT_1,552,You’re more important.,SHACKLEBOLT
Harry Potter and the Deathly Hallows: Part 1,BILL_1,557,"Hello, Harry. Bill Weasley.",BILL
Harry Potter and the Deathly Hallows: Part 1,FRED_1,559,Wasn’t always this handsome. (CONTINUED),FRED
Harry Potter and the Deathly Hallows: Part 1,GEORGE_1,564,Dead ugly.,GEORGE
Harry Potter and the Deathly Hallows: Part 1,BILL_2,566,(smiling; to Harry) True enough. Owe it all to a werewolf by name of Greyback. Hope to repay the favor one day.,BILL
Harry Potter and the Deathly Hallows: Part 1,FLEUR_1,571,"(a kiss to the cheek) You are still beautiful to me, William.",FLEUR
Harry Potter and the Deathly Hallows: Part 1,LUPIN_1,575,"Just remember, Fleur, once you’re married: Bill takes his steaks on the raw side now.",LUPIN
Harry Potter and the Deathly Hallows: Part 1,TONKS_1,579,"My husband, the joker. By the way, wait until you hear the news! Remus and I are --",TONKS
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_2,583,"All right, all right! You’ll all have time for a cozy catch-up later! We’ve got to get the hell out of here and soon! Moody drops some SACKS at his feet. Turns to Harry.",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_3,589,"Potter, you’re underage, which means you’ve still got the Trace on you.",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,HARRY_9,593,The Trace?,HARRY
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_4,595,"You sneeze and the Ministry will know who wipes your nose. Point is, we have to use those means of transport the Trace can’t detect: brooms, thestrals and the like. We’ll go in pairs. That way if anyone’s out there waiting for us -- and I reckon there will be -- they won’t know which Harry Potter is the real one.",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,HARRY_10,606,The real one...? (CONTINUED),HARRY
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_5,612,I believe you’re familiar with this particular brew.,MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,HARRY_11,615,No! Absolutely not!,HARRY
Harry Potter and the Deathly Hallows: Part 1,HERMIONE_4,617,(a sigh) I told you he’d take it well.,HERMIONE
Harry Potter and the Deathly Hallows: Part 1,HARRY_12,620,If you think I’m going to let people risk their lives for me --,HARRY
Harry Potter and the Deathly Hallows: Part 1,RON_3,623,"Never done that before, have we?",RON
Harry Potter and the Deathly Hallows: Part 1,HARRY_13,625,This is different. Taking that. Becoming me -- no.,HARRY
Harry Potter and the Deathly Hallows: Part 1,FRED_2,628,"Well, none of us really fancy it, mate.",FRED
Harry Potter and the Deathly Hallows: Part 1,GEORGE_2,631,"Yeah, imagine if something went wrong and we were stuck as scrawny, specky gits forever.",GEORGE
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_6,635,"Everyone here’s of age, Potter, and they’ve all agreed to take the risk.",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,MUNDUNGUS_1,639,"Technically, I’ve been coerced. (turning to Harry and extending his hand)",MUNDUNGUS
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_7,645,"Nip it, Mundungus! All right, Granger, as discussed.",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,HARRY_14,649,"Blimey, Hermione! (CONTINUED)",HARRY
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_8,654,"Straight in here, if you please. (CONTINUED)",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_9,662,"For those of you who haven’t taken Polyjuice Potion before, fair warning. It tastes like goblin piss.",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,FRED_3,667,"Have a lot of experience with that, do you, Mad-Eye? Moody’s eye rotates menacingly onto Fred.",FRED
Harry Potter and the Deathly Hallows: Part 1,FRED_4,671,Just trying to defuse the tension.,FRED
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_10,681,Not yet you aren’t. Moody pulls the ties on the SACKS and pulls out SEVEN,MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,GEORGE_3,685,"Don’t have something a bit more sporty, do you?",GEORGE
Harry Potter and the Deathly Hallows: Part 1,FRED_5,688,"Yes, don’t fancy this color at all.",FRED
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_11,691,"Fancy this: You’re not you, so shut it and strip. (to Harry) You’ll need to change too, Potter. Harry, a bit self-consciously, begins to strip down. The others, meanwhile, appear unconcerned to be exposing Harry’s body.",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,FLEUR_2,699,"Bill, look away -- I’m ‘ideous. (CONTINUED)",FLEUR
Harry Potter and the Deathly Hallows: Part 1,RON_4,704,(smirking) I knew Ginny was lying about that tattoo. (CONTINUED),RON
Harry Potter and the Deathly Hallows: Part 1,HERMIONE_5,711,"(wobbling a bit) Harry, your eyesight really is awful.",HERMIONE
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_12,715,Blimey. I almost forgot.,MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_13,719,"Right then. We’ll be pairing off. Each Potter will have a protector. As for you, Harry...",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,ALL_1,723,Yes?,ALL
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_14,725,"The real Harry! Where the devil are you, anyway?",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,HARRY_15,728,Here. Moody’s eye rotates onto the real Harry.,HARRY
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_15,731,You’ll ride with Hagrid.,MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,HAGRID_2,733,Brought yeh here sixteen years ago when you were barely bigger than a Bowtruckle. Seems only righ’ I should be the one ter take yeh away.,HAGRID
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_16,739,"Yeah, it’s all very touching. Let’s go. As they file out, grabs his rucksack and ponders Hedwig in her cage. He snaps open the wire door and she flutters out, swoops down the hallway and soars out the open door. Harry glances once more down the hall, at the cupboard under the stairs, then exits. He HOLD ON Hedwig’s empty cage.",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_17,756,"Good luck, everyone. On the count of three. One... two --",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,HARRY_16,774,Hagrid! We’ve got to help the others!,HARRY
Harry Potter and the Deathly Hallows: Part 1,HAGRID_3,777,"Can’t do it, ‘arry. My job’s ter get you where we’re goin’ safe ‘n sound -- Mad-Eye’s orders! Before Harry can reply, FOUR DEATH EATERS jet out of the darkness, robes snapping in the wind. As one, their wands rise. Hagrid slams his hand onto a PURPLE BUTTON. With an EAR-SHATTERING BLAST, the motorbike quivers and FLAMES BELCH from the exhaust pipe. The Death Eaters SCREAM, robes afire, and pinwheel away, freefalling towards the earth.",HAGRID
Harry Potter and the Deathly Hallows: Part 1,HARRY_17,788,What was that?,HARRY
Harry Potter and the Deathly Hallows: Part 1,HAGRID_4,790,"Dragon fire! More DEATH EATERS SWOOP from the sky, give chase. Hagrid DIVES, plummeting for the ground, trying desperately to shake them. Harry watches the earth rushing towards them, grimacing as the bike...",HAGRID
Harry Potter and the Deathly Hallows: Part 1,DEATH EATER_1,836,That’s him! The real one! The remaining Death Eaters fall back and disappear.,DEATH EATER
Harry Potter and the Deathly Hallows: Part 1,HAGRID_5,839,"Hol’ tight, ‘arry! We’ve got ter get yeh out of here!",HAGRID
Harry Potter and the Deathly Hallows: Part 1,HARRY_18,852,Hagrid... HAGRID...!,HARRY
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_18,858,"Avada... Abruptly, Harry’s arm rises as if on a string, drawn up by the wand trembling in his hand. GOLD FIRE spits forth and -- Crack! -- SPARKS skitter up the chassis of the motorbike. Harry wheels and -- for a split second -- is face to face with Voldemort, whose eyes drift, staring -- with something like fear -- at Harry’s wand. Then -- whoosh! -- Voldemort peels backward and away, evaporating like smoke. Just then... ... the motorbike’s engine HICCUPS and Hagrid and Harry begin to drop. PUTT... PUTT... PUTT...",VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,MRS. WEASLEY_1,876,Harry! Hagrid! What happened?! Have you seen the others?,MRS. WEASLEY
Harry Potter and the Deathly Hallows: Part 1,HARRY_19,879,Is no one back yet?,HARRY
Harry Potter and the Deathly Hallows: Part 1,MRS. WEASLEY_2,889,"Well, thank goodness you two are all right. (CONTINUED)",MRS. WEASLEY
Harry Potter and the Deathly Hallows: Part 1,HAGRID_6,895,"Haven’t go’ any brandy, have yeh, Molly? Fer medicinal purposes?",HAGRID
Harry Potter and the Deathly Hallows: Part 1,GINNY_1,911,Oh my God! George!,GINNY
Harry Potter and the Deathly Hallows: Part 1,LUPIN_2,913,The house! Quickly!,LUPIN
Harry Potter and the Deathly Hallows: Part 1,MRS. WEASLEY_3,919,My boy! My darling boy! What’ve they done to you?!,MRS. WEASLEY
Harry Potter and the Deathly Hallows: Part 1,GINNY_2,925,Remus! What’re you doing!,GINNY
Harry Potter and the Deathly Hallows: Part 1,LUPIN_3,927,What creature sat in the corner the first time that Harry Potter visited my office at Hogwarts!,LUPIN
Harry Potter and the Deathly Hallows: Part 1,HARRY_20,931,Are you mad...? (CONTINUED),HARRY
Harry Potter and the Deathly Hallows: Part 1,LUPIN_4,936,WHAT CREATURE!,LUPIN
Harry Potter and the Deathly Hallows: Part 1,HARRY_21,938,A grindylow!,HARRY
Harry Potter and the Deathly Hallows: Part 1,LUPIN_5,941,We’ve been betrayed. Voldemort knew you were being moved tonight. I had to make sure you weren’t an imposter.,LUPIN
Harry Potter and the Deathly Hallows: Part 1,HARRY_22,946,Who did this to him?,HARRY
Harry Potter and the Deathly Hallows: Part 1,LUPIN_6,948,"Snape. (nodding to George) He’ll be fine, Molly. But that’s Dark Magic. The damage is done.",LUPIN
Harry Potter and the Deathly Hallows: Part 1,HAGRID_7,956,Someone else is back.,HAGRID
Harry Potter and the Deathly Hallows: Part 1,SHACKLEBOLT_2,962,The last words Albus Dumbledore spoke to the pair of us?,SHACKLEBOLT
Harry Potter and the Deathly Hallows: Part 1,LUPIN_7,965,"‘Harry is the best hope we have. Trust him.’ Shacklebolt lowers his wand, wheels on Harry.",LUPIN
Harry Potter and the Deathly Hallows: Part 1,SHACKLEBOLT_3,969,What gave you away?,SHACKLEBOLT
Harry Potter and the Deathly Hallows: Part 1,HARRY_23,971,Hedwig -- I think. She was trying to protect me -- (CONTINUED),HARRY
Harry Potter and the Deathly Hallows: Part 1,RON_5,983,Hey ya -- Well... thanks.,RON
Harry Potter and the Deathly Hallows: Part 1,TONKS_2,985,"Deserves that. Brilliant, he was. Wouldn’t be standing here without him.",TONKS
Harry Potter and the Deathly Hallows: Part 1,HERMIONE_6,989,Really?,HERMIONE
Harry Potter and the Deathly Hallows: Part 1,RON_6,991,(breaking free of her) Always the tone of surprise.,RON
Harry Potter and the Deathly Hallows: Part 1,ARTHUR WEASLEY_3,995,"Are we the last? Where’s George? Suddenly... silence. Mr. Weasley eyes all, turns to Lupin.",ARTHUR WEASLEY
Harry Potter and the Deathly Hallows: Part 1,ARTHUR WEASLEY_4,999,Remus. Where’s my son?,ARTHUR WEASLEY
Harry Potter and the Deathly Hallows: Part 1,FRED_6,1006,"How do you feel, Georgie?",FRED
Harry Potter and the Deathly Hallows: Part 1,GEORGE_4,1008,Saint-like.,GEORGE
Harry Potter and the Deathly Hallows: Part 1,FRED_7,1010,Come again?,FRED
Harry Potter and the Deathly Hallows: Part 1,GEORGE_5,1014,"Saint-like... You see, I’m holy. Holey, Fred, geddit? (CONTINUED)",GEORGE
Harry Potter and the Deathly Hallows: Part 1,FRED_8,1020,"With the whole wide world of ear- related humor at your disposal, you go for holey? Pathetic.",FRED
Harry Potter and the Deathly Hallows: Part 1,GEORGE_6,1024,"Reckon I’m still better-looking than you. Better-looking than Bill, that’s for sure. Bill doesn’t smile. Next to him, Fleur looks equally grim.",GEORGE
Harry Potter and the Deathly Hallows: Part 1,BILL_3,1030,Mad-Eye’s dead. The room goes still.,BILL
Harry Potter and the Deathly Hallows: Part 1,BILL_4,1033,Mundungus took one look at,BILL
Harry Potter and the Deathly Hallows: Part 1,LUPIN_8,1036,Mad-Eye reckoned You-Know-Who would expect the real Harry to be with the most skilled Auror. He knew he’d be in the most danger.,LUPIN
Harry Potter and the Deathly Hallows: Part 1,ARTHUR WEASLEY_5,1041,It doesn’t explain how they knew we were moving Harry tonight. The room grows quiet. Eyes shift.,ARTHUR WEASLEY
Harry Potter and the Deathly Hallows: Part 1,HAGRID_8,1045,"Wha’? One of us? Tha’s mad. I’d wager me life it wasn’ none of you lot. An’ if it was me I’d kno’, wouldn’ I? Talk in me sleep on occasion, I’ll admit, but there’s only Fang aroun’ ter hear an’ mostly it’s gibberish an’ besides I’d cut me tongue out ‘fore ‘d betray ‘arry e’en in me dreams --",HAGRID
Harry Potter and the Deathly Hallows: Part 1,HAGRID_9,1056,Wha’s so funny!,HAGRID
Harry Potter and the Deathly Hallows: Part 1,HARRY_24,1058,"I trust you with my life, Hagrid. I trust everyone in this room. Understood? (CONTINUED)",HARRY
Harry Potter and the Deathly Hallows: Part 1,LUPIN_9,1065,Understood.,LUPIN
Harry Potter and the Deathly Hallows: Part 1,GEORGE_7,1067,"‘Ear, ‘ear.",GEORGE
Harry Potter and the Deathly Hallows: Part 1,FRED_9,1070,Better. 32 OMITTED 32,FRED
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_19,1078,"You lied to me, Ollivander!",VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,OLLIVANDER_1,1089,"No! No! I believed a different wand would work, I swear!",OLLIVANDER
Harry Potter and the Deathly Hallows: Part 1,VOLDEMONT_1,1092,Then explain this!,VOLDEMONT
Harry Potter and the Deathly Hallows: Part 1,OLLIVANDER_2,1096,But it makes no sense...,OLLIVANDER
Harry Potter and the Deathly Hallows: Part 1,VOLDEMORT_20,1098,"Perhaps our friend’s loyalties lie elsewhere, Wormtail. (CONTINUED)",VOLDEMORT
Harry Potter and the Deathly Hallows: Part 1,OLLIVANDER_3,1104,No! There must be a way! I’ll think of something else!,OLLIVANDER
Harry Potter and the Deathly Hallows: Part 1,VOLDEMONT_2,1107,"I hope so, Ollivander, for your sake. I won’t be so forgiving next time...",VOLDEMONT
Harry Potter and the Deathly Hallows: Part 1,RON_7,1122,Going somewhere?,RON
Harry Potter and the Deathly Hallows: Part 1,HARRY_25,1126,No one else is going to die. Not for me.,HARRY
Harry Potter and the Deathly Hallows: Part 1,RON_8,1129,"For you? You think Madeye died for you? You think George took that curse for you? You may be the Chosen One, mate, but this is a whole lot bigger than that.",RON
Harry Potter and the Deathly Hallows: Part 1,HARRY_26,1136,Come with me. Now.,HARRY
Harry Potter and the Deathly Hallows: Part 1,RON_9,1138,And leave Hermione? Are you mad? We wouldn’t last two days without her. (MORE) (CONTINUED),RON
Harry Potter and the Deathly Hallows: Part 1,RON_10,1146,"(glancing around) Don’t tell her I said that. (back to Harry) Besides, you’ve still got the Trace on you. And there’s the wedding...",RON
Harry Potter and the Deathly Hallows: Part 1,HARRY_27,1153,Wedding?,HARRY
Harry Potter and the Deathly Hallows: Part 1,RON_11,1155,"Bill and Fleur. Mum’s been planning it for months. Only thing that’s kept her sane, I reckon. She’ll kill me if I miss it. Kill you too. Rather go face to face with You-Know-Who if I’m honest.",RON
Harry Potter and the Deathly Hallows: Part 1,HARRY_28,1164,I don’t care about a bloody wedding -- no matter whose it is. I have to start searching for the Horcruxes. It’s the only chance we have to beat him. And the longer we wait the stronger he gets.,HARRY
Harry Potter and the Deathly Hallows: Part 1,RON_12,1173,"Tonight’s not the night, mate. You’d only be doing him a favor.",RON
Harry Potter and the Deathly Hallows: Part 1,RON_13,1180,Do you think he knows?,RON
Harry Potter and the Deathly Hallows: Part 1,RON_14,1183,"I mean, they’re bits of his soul, the Horcruxes. Bits of him. When",RON
Harry Potter and the Deathly Hallows: Part 1,RON_15,1194,"What I’m saying is, if we do this thing right, if we find the Horcruxes and begin to destroy them one by one...",RON
Harry Potter and the Deathly Hallows: Part 1,RON_16,1200,"Won’t he know he’s being hunted? Still Harry says nothing. Silence descends once more, then:",RON
Harry Potter and the Deathly Hallows: Part 1,ARTHUR WEASLEY_6,1204,All together now!,ARTHUR WEASLEY
Harry Potter and the Deathly Hallows: Part 1,ARTHUR WEASLEY_7,1210,"One. Two. Three! The silk rises, pitching itself into a perfect wedding marquee, trembling wondrously in the morning breeze... then collapses.",ARTHUR WEASLEY
Harry Potter and the Deathly Hallows: Part 1,GINNY_3,1224,Were you going to tell me?,GINNY
Harry Potter and the Deathly Hallows: Part 1,HARRY_29,1228,Yes. (CONTINUED),HARRY
Harry Potter and the Deathly Hallows: Part 1,GINNY_4,1233,And Ron and Hermione. They’ll not be going back to Hogwarts either?,GINNY
