Movie,Character_ID,Line_Index,Dialogue,Character
Harry Potter and the Deathly Hallows: Part 1,MAD-EYE_1,543,"Yeah, he’s ruddy gorgeous. What say we get undercover before someone murders him.",MAD-EYE
Harry Potter and the Deathly Hallows: Part 1,KREACHER_5,2190,"Before he died, Master Regulus ordered Kreacher to destroy it. It was the last thing he asked of",KREACHER
Harry Potter and the Deathly Hallows: Part 1,YAXLEY_4,2554,"You do realize I'm on my way downstairs, don’t you, Cattermole? REG CATTERMOLE/RON Downstairs...?",YAXLEY
Harry Potter and the Deathly Hallows: Part 2,HARRY_55,1080,"C’mon. Let’s do it. A GUST of WIND BLOWS and we SHIFT TO a FADING POSTER of HARRY flapping on the brick wall, bearing the caption “UNDESIRABLE NUMBER ONE.” On the wall, in SHADOW, we see Griphook clamber onto Harry’s back. As Ron pitches the cloak over them... they vanish.",HARRY
Harry Potter and the Deathly Hallows: Part 2,SEAMUS_11,5151,"(angrily) Stand down, Neville!",SEAMUS
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_22,1538,I’ve got something. But it’s mad.,HERMIONE
Harry Potter and the Deathly Hallows: Part 2,HARRY_92,2207,"I think it might have something to do with Ravenclaw. It would be small, easy to conceal, valuable. Any ideas?",HARRY
Harry Potter and the Deathly Hallows: Part 2,LUNA_12,945,The sky has lost a star.,LUNA
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_13,1354,That’s barbaric. I... (CONTINUED),HERMIONE
Harry Potter and the Deathly Hallows: Part 2,OLDER HERMIONE_1,5826,"Don’t forget to give Professor Longbottom our best. ALBUS looks at the train, then back to HARRY. Then he disappears... HARRY and GINNY share a knowing look, and then as GINNY takes charge of the trolley, HARRY returns to ALBUS, who is now kneeling down, struggling with his shoelace. HARRY leans down and joins him.",OLDER HERMIONE
Harry Potter and the Deathly Hallows: Part 2,BILL_1,579,Fleur’s seeing to Ollivander. Anyone else need tending --,BILL
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_31,1505,"I said I’d get you in. I never said anything about getting you out. Pivoting swiftly, he SLAMS Bogrod’s hand to the door and as it melts, Harry, Ron and Hermione ride an avalanche of silver and gold into the outer chamber.",GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,NEVILLE_35,5159,"People die every day. Friends. Family. Yes, we lost Harry tonight. But he’s still with us, here -- (tapping his heart) And so is Fred and Remus and Tonks and... all of them. They didn’t die in vain. (turning to Bellatrix) But you will. (to a trio of Death Eaters) And you and you and you will. (to Voldemort) And so will you. Because you’re wrong. Harry’s heart did beat for us. All of us...",NEVILLE
Harry Potter and the Deathly Hallows: Part 2,RON_30,1285,You don’t say. (as the cart’s alarms grow faint) Just out of interest... is there any other way out of here?,RON
Harry Potter and the Deathly Hallows: Part 2,HARRY_35,798,Was? Isn’t it still?,HARRY
Harry Potter and the Deathly Hallows: Part 2,VOLDEMORT_44,5320,"(in Parseltongue) Now, my sweet. Now.",VOLDEMORT
Harry Potter and the Deathly Hallows: Part 2,ABERFORTH_8,1911,"The Order is finished. You-Know- Who’s won. Anyone who says otherwise is kidding themselves. The trio exchange glances. HARRY doesn’t touch the food, * just stares quietly at ABERFORTH. *",ABERFORTH
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_17,239,"Go. GO! Scabior eyes her resentfully, then exits with Greyback and the others. Bellatrix turns.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,FILCH_4,3299,Night-tee night.,FILCH
Harry Potter and the Deathly Hallows: Part 2,NEVILLE_9,2123,"Aw, c’mon. Don’t be grim. We’re all used to it by now. And the thing is, it helps when people stand up, gives everyone hope. I used to notice that when you did it, Harry. C’mon, we’re almost there. The trio exchange glances, follow Neville.",NEVILLE
Harry Potter and the Deathly Hallows: Part 2,HARRY_151,4477,I think I’ve known for awhile. (studying her) I think you’ve known too.,HARRY
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_40,1127,He’s with me. (with utter disdain) As difficult as that may be to imagine.,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,VOLDEMORT_9,3754,"I do not need to seek the boy! Before the night is out, he will come to me! Do you understand!",VOLDEMORT
Harry Potter and the Deathly Hallows: Part 2,SEAMUS_10,3264,(grinning) Told yeh I’d bring ‘er down. (CONTINUED),SEAMUS
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_1,422,"I left Gringotts employ many weeks ago, but when I was last in your vault, the sword was there.",GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,BOGROD_2,1170,"It’s the bank’s policy. I’m sure you understand, given the current climate --",BOGROD
Harry Potter and the Deathly Hallows: Part 2,RON_47,1704,What happens when he finds out four are gone?,RON
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_16,1424,"It’s hot! All eyes turn to the bowl, WOBBLING MADLY on the floor, when... it SPLITS APART and begins to MULTIPLY.",HERMIONE
Harry Potter and the Deathly Hallows: Part 2,HARRY_99,2425,"I’m a Gryffindor. PROFESSOR McGONAGALL I thought it might have something to do with that. (turning to the room) All right! Settle down! Settle down! The room quiets. PROFESSOR McGONAGALL It appears that your Headmaster, to use the common phrase, has done a bunk. CHEERS RISE from all Houses save Slytherin, where PANSY PARKINSON glowers along with Blaise and Goyle. Even McGonagall can’t help but smile. Just then, Harry WINCES slightly, pressing his fingers to his temple. PROFESSOR McGONAGALL Potter... A slow RUMBLING fills the Hall. Harry, fingers trembling with pain, glances up, sees DARK CLOUDS coagulating in the Enchanted Ceiling. McGonagall follows his gaze, as do others, watching as the clouds shift eerily, like blots of blood. Suddenly the FLAMES in the torches along the walls TREMBLE as a CHILL BREEZE consumes the room. The Hall slowly DIMS. All grows progressively silent when... ... a GIRL SCREAMS, her voice rising and rising. Harry rushes through the throng, the students parting as he pelts forwards, pushing past them until he finds... ... Maisy, cowering on the floor in the corner, hands over her ears, eyes clenched tight. She seems possessed. Everyone watches, chilled. Finally Harry starts to move forward, when he himself WINCES, pressing his fingers to his temples. Another person SCREAMS somewhere in the Hall, then another. Harry glances about him, at the circle of faces in his vicinity. (CONTINUED)",HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_10,681,How did you come by this sword? (CONTINUED),GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_45,5114,Someone has to do the washing. The Death Eaters ROAR. (CONTINUED),BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,DUMBLEDORE_55,4828,‘Help will always be given at Hogwarts to those who ask for it.’,DUMBLEDORE
Harry Potter and the Deathly Hallows: Part 2,LUPIN_4,2884,You shouldn’t have. It’s Teddy who needs you.,LUPIN
Harry Potter and the Deathly Hallows: Part 2,YAXLEY_1,4604,"No sign of him, my Lord.",YAXLEY
Harry Potter and the Deathly Hallows: Part 2,ARTHUR WEASLEY_1,4984,"What’s going on here, Neville? (CONTINUED)",ARTHUR WEASLEY
Harry Potter and the Deathly Hallows: Part 2,HARRY_36,804,You talk about wands like they’ve got feelings. Can think.,HARRY
Harry Potter and the Deathly Hallows: Part 2,BOGROD_5,1200,I’m fully aware of that. I’m also aware the Lestranges are one of our oldest and most respected families.,BOGROD
Harry Potter and the Deathly Hallows: Part 2,HARRY_4,289,"Hello, sir. Ollivander falters, his face troubled. Harry eyes him curiously, when Bellatrix’s voice ECHOES through the",HARRY
Harry Potter and the Deathly Hallows: Part 2,DUMBLEDORE_54,4824,Yes.,DUMBLEDORE
Harry Potter and the Deathly Hallows: Part 2,NEVILLE_26,3228,"(to himself) Oh God -- KA-BLAAAAAM! Neville sets off the charges. Instantly, one bridge section after another EXPLODES, rolling up like a carpet. Snatchers fall from sight, plummeting into the darkness. Neville looks over his shoulder, sees Scabior closing on him, then looks back towards Ginny, who stands frozen, wand raised, never fired, looking at... ... Seamus, his face blooming with fanatical ecstasy as he watches the charges detonate. As Seamus HOWLS with pleasure, Neville, WHEEZING PAINFULLY at this point, glances back and sees that Scabior has closed the distance, is coming fast when -- KA-BLAM! -- Scabior is catapulted into the air. Neville looks momentarily relieved, then realizes, to his evident dismay, that the bridge is falling away with increasing speed. Alarmed,",NEVILLE
Harry Potter and the Deathly Hallows: Part 2,RON_58,2688,So we were thinking --,RON
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_25,446,"Consider yourself lucky, Goblin. The same won’t be said for this one.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_2,435,"There is no place safer than Gringotts, Madam LeStrange. ... and catches on Hermione’s shirt.",GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HARRY_125,3067,"Yes. That’s right. But I can undo that, Helena. I can destroy it once and for all. But only if you tell me where he hid it. You know where he hid it, don’t you, Helena? You just have to tell me. Please. (stepping toward her) Trust me.",HARRY
Harry Potter and the Deathly Hallows: Part 2,HARRY_100,2540,Time. As much as you can give me. PROFESSOR McGONAGALL Do what you have to do. I’ll secure the castle.,HARRY
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_13,207,Or ran into a Stinging Jinx.,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,MRS. WEASLEY_2,5526,"Back off, boys! She’s mine! (glaring at Bellatrix) You will never touch my children again! (CONTINUED)",MRS. WEASLEY
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_41,2952,No. Of course not. The hatch swings open.,HERMIONE
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_24,439,"Liar! You can’t deceive me! As Hermione looks up, away from the hair, Bellatrix slashes the dagger across Griphook’s cheek and a deep gash opens. He barely flinches, the hint of a SMILE on his lips. Bellatrix looks mildly unnerved by his reaction.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_30,1441,We’ll be crushed! Hurry! (CONTINUED),GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,DUMBLEDORE_18,4327,How long?,DUMBLEDORE
Harry Potter and the Deathly Hallows: Part 2,RON_37,1466,Keep going!,RON
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_37,1101,I hardly think that will be necessary. (CONTINUED),BELLATRIX
Harry Potter and the Half-Blood Prince,GINNY_33,4486,"That can stay hidden up here too, if you like.",GINNY
Harry Potter and the Half-Blood Prince,ELDRED WORPLE_1,3156,"Lovegood, did you say? I once encountered a seriously unbalanced man by that name at a book signing. Claimed to run a magazine... NEW ANGLE - HERMIONE - BEHIND THE HANGING - SECONDS LATER",ELDRED WORPLE
Harry Potter and the Half-Blood Prince,LUNA_13,1259,Exceptionally ordinary.,LUNA
Harry Potter and the Half-Blood Prince,HARRY_241,5525,"I’m trying, sir. I’m --",HARRY
Harry Potter and the Half-Blood Prince,DUMBLEDORE_104,5388,"Yes. NEW ANGLE (SMALL ISLAND) - MOMENTS LATER Here the GREENISH GLOW is ferocious. As the boat arrives, Dumbledore steps out.",DUMBLEDORE
Harry Potter and the Half-Blood Prince,SNAPE_20,3225,"Not so quick, Potter.",SNAPE
Harry Potter and the Half-Blood Prince,SLUGHORN_104,4776,"That’s never unicorn hair, Hagrid?",SLUGHORN
Harry Potter and the Half-Blood Prince,FILCH_1,1213,And what exactly would you be wanting with a walking stick?,FILCH
Harry Potter and the Half-Blood Prince,GINNY_11,1278,He’s covered in blood again. Why is it he’s always covered in blood?,GINNY
Harry Potter and the Half-Blood Prince,TONKS_3,3508,"No, we should go. (under her breath) The first night of the cycle is always the worst --",TONKS
Harry Potter and the Half-Blood Prince,GINNY_23,3534,"Happy Christmas, Harry.",GINNY
Harry Potter and the Half-Blood Prince,SLUGHORN_37,2589,A toast!,SLUGHORN
Harry Potter and the Half-Blood Prince,SNAPE_25,3286,I swore to protect you. I made the Unbreakable Vow --,SNAPE
Harry Potter and the Half-Blood Prince,GINNY_24,3550,Oh my god...,GINNY
Harry Potter and the Half-Blood Prince,KATIE BELL_4,4364,"I know you’re going to ask, Harry. But I don’t know who cursed me. I’ve tried to remember. Honestly. But I just... can’t... Katie’s eyes shift. She goes ashen. Harry turns, follows her gaze and finds... Malfoy, staring at her. Katie backs away, retreating to the other girls. Harry watches her go, then looks back. Catches Malfoy fleeing the Hall.",KATIE BELL
Harry Potter and the Half-Blood Prince,LEANNE_3,2466,It’s like I said. She went to the loo and when she came back she had the package. She said it was important she deliver it. PROFESSOR McGONAGALL Did she say to whom?,LEANNE
Harry Potter and the Half-Blood Prince,DUMBLEDORE_84,5211,"Harry. You need a shave, my friend.",DUMBLEDORE
Harry Potter and the Half-Blood Prince,HERMIONE_32,2206,And... nothing. There’s no reference to the Half-Blood Prince anywhere.,HERMIONE
Harry Potter and the Half-Blood Prince,MR. WEASLEY_3,3446,"Yes, but I thought it best if I replied in person. If Dumbledore’s traveling, it’s news to the Ministry. But perhaps that’s the way Dumbledore wants it. As for Draco Malfoy -- I know a bit more.",MR. WEASLEY
Harry Potter and the Half-Blood Prince,DUMBLEDORE_73,4876,How is he? Horace?,DUMBLEDORE
Harry Potter and the Half-Blood Prince,RON_88,4339,"Well... there is... something. (as Hermione hangs) But no. It can’t be. Besides, I was completely boggled, wasn’t I?",RON
Harry Potter and the Half-Blood Prince,RON_10,863,"C’mon. Let’s go. The trio head for the door, passing LAVENDER BROWN, who smiles flirtatiously at an oblivious Ron.",RON
Harry Potter and the Half-Blood Prince,HARRY_47,1591,Crush it. Don’t cut it.,HARRY
Harry Potter and the Half-Blood Prince,HERMIONE_94,6181,"You don’t honestly think you can * find all those Horcruxes by * yourself, do you? * (leaning in; a * whisper) * You need us, Harry. *",HERMIONE
Harry Potter and the Half-Blood Prince,HARRY_234,5466,"It will, sir. It’ll stop. But only if you drink...",HARRY
Harry Potter and the Half-Blood Prince,DUMBLEDORE_120,5570,Go...,DUMBLEDORE
Harry Potter and the Half-Blood Prince,KATIE BELL_2,1531,But then why don’t people drink it all the time?,KATIE BELL
Harry Potter and the Half-Blood Prince,HERMIONE_15,1269,(whacking him) Will. You. Stop. Eating! Your best friend is missing!,HERMIONE
Harry Potter and the Half-Blood Prince,HARRY_54,1929,"Did you know, sir? Then?",HARRY
Harry Potter and the Half-Blood Prince,HERMIONE_53,2861,"Don’t drink that, Ron! But Ron’s frozen in mid-sip, looking at Harry’s palm too. Quickly, he gulps down the rest.",HERMIONE
Harry Potter and the Half-Blood Prince,MR. WEASLEY_8,3570,"Ginny, stay with your mother! Without hesitation, she races for the reeds.",MR. WEASLEY
Harry Potter and the Half-Blood Prince,RON_7,848,How much for this? A TINY WOODEN MAN ascends a TINY GALLOWS and... DROPS.,RON
Harry Potter and the Half-Blood Prince,SLUGHORN_4,441,(blinking) S-someone else? I’m sure I don’t know what you mean.,SLUGHORN
Harry Potter and the Half-Blood Prince,HAGRID_2,2227,Stinksap. Burn the whiskers right off yer chin. Trees ‘ere are drippin’ with it.,HAGRID
Harry Potter and the Half-Blood Prince,DUMBLEDORE_38,1748,I am not family. But his name has been known to me since birth.,DUMBLEDORE
Harry Potter and the Half-Blood Prince,HARRY_243,5641,"We need to get you up to the hospital, sir, to Madam Pomfrey --",HARRY
Harry Potter and the Half-Blood Prince,DUMBLEDORE_131,5707,"You are not an assassin, Draco.",DUMBLEDORE
Harry Potter and the Half-Blood Prince,DUMBLEDORE_53,1898,"Thievery is not tolerated at Hogwarts. At Hogwarts, you will be taught not only how to use magic, but to control it. Understood? (as Riddle nods) I’ll be going now, Tom. Leave your window open tonight. An owl will bring you a message. Read it carefully.",DUMBLEDORE
Harry Potter and the Half-Blood Prince,BLAISE_1,1075,"(tense himself) Don’t know. Just then, a SMALL BAG TEETERS... then tumbles from a luggage rack. Malfoy wheels, eyes the bag. (CONTINUED)",BLAISE
Harry Potter and the Half-Blood Prince,NEVILLE_1,2606,Which one do I use for the soup? (CONTINUED),NEVILLE
Harry Potter and the Half-Blood Prince,GINNY_30,4467,"See, you never know what you’ll find up here.",GINNY
Harry Potter and the Half-Blood Prince,DUMBLEDORE_91,5255,"And should I tell you to abandon * me and save yourself... Harry’s eyes rise, meet Dumbledore’s. * DUMBLEDORE * You will do so. *",DUMBLEDORE
Harry Potter and the Half-Blood Prince,RON_53,2585,Right.,RON
Harry Potter and the Half-Blood Prince,GINNY_22,3529,"I don’t sleep these days. So I wash my hair. Silly, right?",GINNY
Harry Potter and the Half-Blood Prince,TOM RIDDLE_2,1810,"You’re the doctor, aren’t you?",TOM RIDDLE
Harry Potter and the Half-Blood Prince,SLUGHORN_10,497,"Oh, but you mustn’t think I’m prejudiced! No, no, no! Your mother was one of my absolute favorites! Look, there she is. Right up front.",SLUGHORN
Harry Potter and the Half-Blood Prince,HARRY_153,3984,Or twenty.,HARRY
Harry Potter and the Half-Blood Prince,RON_1,666,Harry? Did someone say Harry?,RON
Harry Potter and the Half-Blood Prince,NARCISSA_3,138,"I’ve nowhere else to turn, Severus.",NARCISSA
Harry Potter and the Half-Blood Prince,DUMBLEDORE_45,1830,"It’s a school. A school of... magic. Riddle stays looking, but says nothing.",DUMBLEDORE
Harry Potter and the Prisoner of Azkaban,STAN SHUNPIKE_11,396,"Tha's the question, isn't it? He's the firs' that's done it. Gives me the collywobbles thinking he's out there, though, I'll tell you that. Big supporter of You- Know-'Oo, Black was. Reckon you heard o' him.",STAN SHUNPIKE
Harry Potter and the Prisoner of Azkaban,DAY_1,2723,... and FOOTPRINTS appear in the snow. HARRY'S POV ENDS.,DAY
Harry Potter and the Prisoner of Azkaban,HAGRID_1,1231,"C'mon now, get a move on! Got a real treat for yeh. Great lesson comin' up. Follow me.",HAGRID
Harry Potter and the Prisoner of Azkaban,HAGRID_10,1326,"Well done, Harry! Go on. Give 'im a pat. Tentatively, Harry reaches out, lays his hand on Buckbeak's fierce beak. The class CLAPS. Harry smiles. (CONTINUED)",HAGRID
Harry Potter and the Prisoner of Azkaban,HERMIONE_117,4874,"No one's coming, Harry...",HERMIONE
Harry Potter and the Prisoner of Azkaban,HERMIONE_52,3428,That felt good.,HERMIONE
Harry Potter and the Prisoner of Azkaban,HARRY_58,1731,"I did think of Voldemort first. But then, I remembered that night on the train... and the Dementors... (CONTINUED)",HARRY
Harry Potter and the Prisoner of Azkaban,RON_32,1856,What's the hold-up? Only Neville ever forgets the password.,RON
Harry Potter and the Prisoner of Azkaban,FRED_7,2353,"Besides, we've got a better way.",FRED
Harry Potter and the Prisoner of Azkaban,HARRY_193,4979,I want to go with you.,HARRY
Harry Potter and the Prisoner of Azkaban,HARRY_157,4402,Huh? Dunno... going to Hagrid's? (CONTINUED),HARRY
Harry Potter and the Prisoner of Azkaban,HARRY_134,3938,"No. Pettigrew's dead. He killed him. As Harry points at Black, Black laughs mirthlessly.",HARRY
Harry Potter and the Prisoner of Azkaban,RON_76,4375,"What in bloody hell was all that about? But Hermione doesn’t reply, instead looping the pendant's long chain around Harry's neck as well as her own.",RON
Harry Potter and the Prisoner of Azkaban,SIR CADOGAN_2,1981,"Who dares challenge Sir Cadogan! Back, you scurvy braggarts! You rogues!",SIR CADOGAN
Harry Potter and the Prisoner of Azkaban,DUMBLEDORE_11,1955,"No... I feel quite confident the castle is safe. And I'm more than willing to let the students return to their Houses. But tomorrow. For now, let them sleep... As Dumbledore's gaze finds Harry, he shuts his eyes, feigns sleep.",DUMBLEDORE
Harry Potter and the Prisoner of Azkaban,PROFESSOR LUPIN_66,3284,If you do. I'll know.,PROFESSOR LUPIN
Harry Potter and the Prisoner of Azkaban,PROFESSOR LUPIN_46,2795,Right then. Shall we?,PROFESSOR LUPIN
Harry Potter and the Prisoner of Azkaban,HARRY_119,3643,"No, Ron... One by one, Ron releases his fingers from Harry's forearm. Sacrificing himself.",HARRY
Harry Potter and the Prisoner of Azkaban,RON_45,2565,"Bloody hell, Harry! That was not funny! But he's smiling. They all are. As he and Hermione pelt",RON
Harry Potter and the Prisoner of Azkaban,NEVILLE_11,5144,Harry! Wherever did you get it!,NEVILLE
Harry Potter and the Prisoner of Azkaban,HARRY_23,406,"Yeah. Him I've heard of. Just then, a pair of DOUBLE-DECKER BUSES sweep directly toward the Knight Bus. Before can scream, the entire Knight Bus SQUEEZES DOWN and shoots the gap between the two onrushing buses. The Shrunken Head winces.",HARRY
Harry Potter and the Prisoner of Azkaban,HAGRID_29,3507,"Crikey. Here we go agin... SMASH! A GLASS JAR on the SHELF SHATTERS. As Hermione scoops up a JAGGED STAR-SHAPED STONE, a second STONE bounces off the back of Harry's head.",HAGRID
Harry Potter and the Prisoner of Azkaban,HARRY_56,1710,"(nodding glumly) Not to mention The Shrieking Shack, which, according to Hermione, is the most severely haunted building in Britain.",HARRY
Harry Potter and the Prisoner of Azkaban,SNAPE_25,3868,"Expelliarmus! The wands fly from their hands. The others turn, find",SNAPE
Harry Potter and the Prisoner of Azkaban,HARRY_188,4842,Let's go.,HARRY
Harry Potter and the Prisoner of Azkaban,SIRIUS BLACK_27,4952,You might try --,SIRIUS BLACK
Harry Potter and the Prisoner of Azkaban,HARRY_178,4732,Before. Down by the lake. When I was with Sirius... I did see someone... that someone made the Dementors go away...,HARRY
