Movie,Character_ID,Line_Index,Dialogue,Character
Deathly Hallows: Part 1,RON_12,1173,"Tonight’s not the night, mate. You’d only be doing him a favor. Harry stares at Ron -- incensed by his cool demeanor and common sense. Finally, he turns away, tosses the rucksack in frustration. For a moment they stand like this, Harry’s back to Ron. Silent. Finally Ron speaks.",RON
Deathly Hallows: Part 1,RON_13,1180,"Do you think he knows? Harry turns his head halfway, but doesn’t speak.",RON
Deathly Hallows: Part 1,RON_14,1183,"I mean, they’re bits of his soul, the Horcruxes. Bits of him. When Dumbledore destroyed the ring and you destroyed Tom Riddle’s diary all those years ago -- he must’ve felt something right? Harry ponders this, but remains silent. HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 26B. 35B CONTINUED: (2) 35B",RON
Deathly Hallows: Part 1,RON_15,1194,"What I’m saying is, if we do this thing right, if we find the Horcruxes and begin to destroy them one by one... Harry waits.",RON
Deathly Hallows: Part 1,RON_16,1200,"Won’t he know he’s being hunted? Still Harry says nothing. Silence descends once more, then:",RON
Deathly Hallows: Part 1,RON_17,1288,"Dunno. But something tells me he didn’t come to give away the bride. 39 INT. WEASLEY HOUSE - SITTING ROOM - MOMENTS LATER 39 Harry enters, trailed by Ron and Hermione. Scrimgeour gestures the trio to the sofa. Harry eyes Scrimgeour with thinly concealed contempt.",RON
Deathly Hallows: Part 1,RON_18,1310,Dumbledore? And me? I dunno. I reckon I was just another Weasley to him. He was always polite --,RON
Deathly Hallows: Part 1,HERMIONE_7,1321,"We were friendly, not close like Harry, but --",HERMIONE
Deathly Hallows: Part 1,RON_19,1352,"Dumbledore left this? For me? Brilliant. Er -- what is it? Ron CLICKS it and all the light rushes from the lamps into the Deluminator, throwing the room into total darkness. He CLICKS it again and light flies back to the lamps.",RON
Deathly Hallows: Part 1,RON_20,1359,Wicked. HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 30. 39 CONTINUED: (2) 39,RON
Deathly Hallows: Part 1,RON_21,1372,"Mum used to read me those! The Wizard and the Hopping Pot, Babbitty Rabbity and her Cackling Stump... Harry and Hermione stare blankly at him.",RON
Deathly Hallows: Part 1,RON_22,1378,"Oh, c’mon! Beedle’s stories are famous! Babbity Rabbitty? No...? Scrimgeour eyes Ron with mild annoyance, continues.",RON
Deathly Hallows: Part 1,HERMIONE_8,1401,To Harry! It belongs to Harry! It chose him! It came to him in the Chamber of Secrets when he most needed it! HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 31. 39 CONTINUED: (3) 39,HERMIONE
Deathly Hallows: Part 1,HERMIONE_9,1433,"Where is your guard, sir?",HERMIONE
Deathly Hallows: Part 1,HERMIONE_10,1689,"Ron! Ron! Harry turns, sees Hermione glancing about frantically. As she turns, Ron comes INTO VIEW, pushes toward her. Suddenly the canopy above turns to ribbons as DEATH EATERS -- in dark cloaks and masks -- descend into the crowd. Arthur, Fred and George wield their wands. Harry sees a flower fall from Fleur’s hair, watches it crushed underfoot, then catches sight of Ginny through the madness as she draws her own wand, copper hair gleaming, eyes flashing. He starts toward her, when... Lupin crashes in, spinning him roughly round.",HERMIONE
Deathly Hallows: Part 1,RON_23,1713,Where are we?,RON
Deathly Hallows: Part 1,HERMIONE_11,1715,"Shaftesbury Avenue. I used to come here to the theater with my mum and dad. Just popped into my head. I don’t know why... They hurry on, glancing over their shoulders at the DARK SHAPES that move within the crowd behind them, STRANGERS bumping by, FACES passing in a paranoiac BLUR: a DRUNKEN MAN, a CACKLING WOMAN with BLOOD-RED LIPSTICK...",HERMIONE
Deathly Hallows: Part 1,HERMIONE_12,1724,"This way! HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 38. 42 EXT. ALLEYWAY - CONTINUOUS ACTION - NIGHT 42 As they take refuge in the shadows, Hermione begins to rummage through her TINY BEADED PURSE.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_13,1730,"We need to change. Ron and Harry look at each other’s dress robes. From the purse, Hermione extracts -- in quick succession -- two pairs of jeans, T-shirts, and a pair of light overcoats.",HERMIONE
Deathly Hallows: Part 1,RON_24,1735,How the ruddy --,RON
Deathly Hallows: Part 1,HERMIONE_14,1737,Undetectable Extension Charm.,HERMIONE
Deathly Hallows: Part 1,RON_25,1739,"You’re amazing, you are.",RON
Deathly Hallows: Part 1,HERMIONE_15,1741,"Always the tone of surprise. As she gives the bag a shake, there is LOUD echoing of heavy objects, as if something has fallen.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_16,1745,That’ll be the books. 43 INT. ALL-NITE CAFE - NIGHT (MOMENTS LATER) 43 Shabby. Greasy. Empty. The trio slide into a booth.,HERMIONE
Deathly Hallows: Part 1,RON_26,1752,"They were after you, mate. We’d just put everyone in danger going back.",RON
Deathly Hallows: Part 1,HERMIONE_17,1756,"Ron’s right. Cappuccino, please. A gum-chewing WAITRESS stands behind Harry. Ron, clueless when it comes to cappuccinos, nods to Hermione.",HERMIONE
Deathly Hallows: Part 1,RON_27,1760,What she said.,RON
Deathly Hallows: Part 1,RON_28,1769,(as she exits) So where do we go from here? The Leaky Cauldron?,RON
Deathly Hallows: Part 1,HERMIONE_18,1773,"Too dangerous. If Voldemort’s taken over the Ministry, none of the old places are safe. The front door SQUEALS and TWO WORKMEN enter, glance idly at the trio and step to the counter.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_19,1786,I’ve had the essentials packed for days. Just in case.,HERMIONE
Deathly Hallows: Part 1,RON_29,1789,"By the way -- these jeans? Not my favorite. Bit tight. Hermione gives him a withering glance. Harry can’t help but smile. Then his eyes shift to the SMALL SECURITY MIRROR near the ceiling, see the two workmen turning.",RON
Deathly Hallows: Part 1,HERMIONE_20,1817,Petrificus Totalus! He goes still. The Waitress steps from the backroom. Sees the trio. The wands. Her gum bubble... POPS.,HERMIONE
Deathly Hallows: Part 1,HERMIONE_21,1821,Go. She doesn’t argue.,HERMIONE
Deathly Hallows: Part 1,RON_30,1833,"This is Dolohov. I recognize him from the wanted posters. Ron rolls him over with his foot. Dolohov’s eyes shift in fear from Harry to Hermione, then back to Ron.",RON
Deathly Hallows: Part 1,RON_31,1838,"So what do we do with you, huh? Kill us if it was turned round, wouldn’t you? Ron’s face is hard. Hermione eyes him uneasily. He notices.",RON
Deathly Hallows: Part 1,RON_32,1844,"Suppose it’s him that did Mad-Eye. How would you feel then? Hermione looks at Dolohov. The moment hangs, then: HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 41. 43 CONTINUED: (3) 43",RON
Deathly Hallows: Part 1,RON_33,1855,"You’re the boss. (turning to Hermione) Hermione? She turns, looks at him. He reaches out, wipes a trickle of blood from her cheek.",RON
Deathly Hallows: Part 1,RON_34,1861,"You’re the best with spells. Shakily, she points her wand at Dolohov. Her arm trembles.",RON
Deathly Hallows: Part 1,HERMIONE_22,1865,"Obliviate. There is a FLASH OF LIGHT and we -- CUT TO: 44 EXT. LONDON STREET - NIGHT (MOMENTS LATER) 44 The trio move quickly, glancing about, paranoid.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_23,1873,Maybe you still have the Trace on you.,HERMIONE
Deathly Hallows: Part 1,RON_35,1876,"Can’t be. The Trace breaks at seventeen. It’s Wizarding law. Hermione stops. Harry and Ron turn, look back.",RON
Deathly Hallows: Part 1,RON_36,1880,What?,RON
Deathly Hallows: Part 1,HERMIONE_24,1882,"We didn’t celebrate your birthday, Harry. Ginny and I -- we’d prepared a cake. We were going to bring it out at the end of the wedding... HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 42. 44 CONTINUED: 44",HERMIONE
Deathly Hallows: Part 1,HERMIONE_25,1897,Right. Perspective.,HERMIONE
Deathly Hallows: Part 1,RON_37,1899,"We’ve got to get off the streets, get somewhere safe.",RON
Deathly Hallows: Part 1,RON_38,1927,What was that about? HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 43. 46 CONTINUED: 46,RON
Deathly Hallows: Part 1,HERMIONE_26,1932,"Mad-eye’s doing, I’d guess. In case Snape decided to come snooping. Just then, a FLOORBOARD CREAKS. The trio stiffen. Slowly, Hermione draws her wand, peers into the shadows.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_27,1938,Homenum revelio. Nothing. Hermione lowers her wand. Explains.,HERMIONE
Deathly Hallows: Part 1,HERMIONE_28,1941,"It’s a spell to reveal human presence. She extends her hand, watches the settling dust stream through her fingers.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_29,1946,We’re alone. DISSOLVE TO:,HERMIONE
Deathly Hallows: Part 1,HERMIONE_30,2030,"Harry! Harry! 53 INT. SECOND FLOOR LANDING - MORNING 53 Harry steps out, finds Hermione dashing up the stairs. Seeing him, she exhales in relief. CALLS OUT:",HERMIONE
Deathly Hallows: Part 1,HERMIONE_31,2035,Ron! I’ve found him!,HERMIONE
Deathly Hallows: Part 1,RON_39,2037,Good! Tell him from me he’s a git!,RON
Deathly Hallows: Part 1,HERMIONE_32,2040,"Harry, you can’t just disappear. We thought -- She stops as Harry hands her the letter. She reads.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_33,2044,It’s from your Mum. To Sirius. Bathilda Bagshot...?,HERMIONE
Deathly Hallows: Part 1,HERMIONE_34,2050,(with irony) Did she now? HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 46. 53 CONTINUED: 53,HERMIONE
Deathly Hallows: Part 1,HERMIONE_35,2062,"Harry. I can imagine why you’d want to go there, but... I don’t think Bathilda Bagshot is going to know where Voldemort hid his Horcruxes. Harry starts to respond, frowns. Hermione reaches out, touches his face lightly.",HERMIONE
Deathly Hallows: Part 1,RON_40,2070,"Hey! I think you two better come down here. 54 INT. FIRST FLOOR - MORNING (SECONDS LATER) 54 Ron peers out a curtain as Hermione and Harry join him. In the courtyard outside, TWO DARK figures stand near a tree. ANOTHER sits on a bench.",RON
Deathly Hallows: Part 1,RON_41,2077,"The two clinging to the tree are Death Eaters for sure. Dunno ‘bout the bloke on the bench. (dropping the curtain) Can’t see us, of course. But we’ll have to be careful coming and going. C’mon. There’s something else you need to see. 55 INT. CORRIDOR/REGULUS’ ROOM - MORNING (MOMENTS LATER) 55 Harry and Hermione trail Ron to a narrow doorway. Beyond is a cramped bedroom, walls covered with EERIE scrawlings and symbols of Dark Magic.",RON
Deathly Hallows: Part 1,HERMIONE_36,2091,"Lovely. Ron pulls the door shut. Affixed to the outside is a SMALL SIGN, hand-lettered in a spidery crawl: Do Not Enter HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 47. 55 CONTINUED: 55 Without the Express Permission of Regulus Arcturus Black",HERMIONE
Deathly Hallows: Part 1,HERMIONE_37,2101,"Regulus Arcturus Black...? Hermione GASPS. Ron nods, extends his hand and taps the first letter of each name on the sign.",HERMIONE
Deathly Hallows: Part 1,RON_42,2116,"R.A.B. was Sirius’ brother? We see the trio from the strange LOW POV again, sitting round the kitchen table. SLOPPY STACKS of OLD DAILY PROPHETS surround them.",RON
Deathly Hallows: Part 1,HERMIONE_38,2121,"Yes. Question is, did he actually destroy the real Horcrux? Harry nods... then spots a SHADOW trembling on the wall just outside the kitchen. He scrambles up and out of sight.",HERMIONE
Deathly Hallows: Part 1,RON_43,2131,Kreacher...,RON
Deathly Hallows: Part 1,HERMIONE_39,2141,"Maybe he knows. Harry glances at her, realizes what she means, takes the locket and dangles it before Kreacher’s massive eyes like a hypnotist. Kreacher watches it sway back and forth.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_40,2165,"But was it here? Did you ever see it? Kreacher spins, his face ugly and vicious:",HERMIONE
Deathly Hallows: Part 1,HERMIONE_41,2180,"Ron! RON! Reluctantly, Ron releases the elf.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_42,2275,"They have flesh memories. Harry turns, sees that Hermione is eyeing the Snitch.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_43,2278,"Snitches. They’re never touched by bare skin until the Seeker captures it. Even the wizard who fabricates it wears gloves. That way, if there’s a dispute, the Snitch can identify who first touched it.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_44,2288,"(nodding) When Scrimgeour first gave it to you, I thought it might open at your touch -- that Dumbledore had hidden something in it. Harry ponders this, eyeing the wings flapping slowly, then... Crack! A SOUND ECHOES down the hall. 65 INT. KITCHEN - NIGHT (MOMENTS LATER) (RAINING) 65 Harry and Hermione race into the kitchen. CRAZY SHADOWS spill from a far door and POTS CRASH. Suddenly, a TINY FIGURE, WET AND RAGGED, tumbles INTO VIEW, bangs into the wall opposite, and scrambles up. As he starts back for the kitchen, he stops. Sees Harry. Smiles. DOBBY.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_45,2311,Expelliarmus! Mundungus’ wand soars into the air... into Hermione’s hand.,HERMIONE
Deathly Hallows: Part 1,RON_44,2341,"You’re a thief, Dung. Everyone knows it. Everyone turns. Ron stands in the doorway. Dobby smiles.",RON
Deathly Hallows: Part 1,RON_45,2353,Wicked trainers.,RON
Deathly Hallows: Part 1,HERMIONE_46,2360,"Stop lying! Hermione begins to move toward Mundungus. Ron reaches out, takes her by the shoulders, eyes Mundungus warningly.",HERMIONE
Deathly Hallows: Part 1,RON_46,2365,Piece of advice. Let’s not rehash old times. Got it... mate?,RON
Deathly Hallows: Part 1,HERMIONE_47,2374,You’ve still got it.,HERMIONE
Deathly Hallows: Part 1,RON_47,2376,No. He’s worried he should have got more money for it.,RON
Deathly Hallows: Part 1,RON_48,2412,"Right. So let’s do it. Who gets * who? * HERMIONE * Well, unless one of you fancies * wearing a skirt... * Hermione leans down, PLUCKS a HAIR from the witch. Ron * frowns as he surveys the two remaining wizards. * HERMIONE * Remember what we said. Keep your * eyes down. Don’t speak to anyone * unless absolutely necessary. Act * as normal as possible. Just do * what you see everyone else doing. * We do that -- and with a bit of * luck -- we get ourselves inside. * And then... * HARRY * It gets really tricky. * HERMIONE * Correct. * Harry and Hermione look once more at the STUNNED TRIO * before them.",RON
Deathly Hallows: Part 1,HERMIONE_48,2440,"Completely, utterly, without question.",HERMIONE
Deathly Hallows: Part 1,RON_49,2443,"The world’s mental. Come on, * drink up. We’ve got a Horcrux to * find. * 69 EXT. WHITEHALL STREET - MORNING (MOMENTS LATER) 69 The trio -- in their new identifies -- emerge. Ron (in the quise of REG CATTERMOLE) takes out an ID CARD. REG CATTERMOLE/RON In case you’re interested, I’m Reg Cattermole, Magical Maintenance Department. MAFALDA HOPKIRK/HERMIONE Mafalda Hopkirk, assistant in the Improper Use of Magic Office. HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 55. 69 CONTINUED: 69 ALBERT RUNCORN/HARRY (patting his pockets) I’m nobody. MAFALDA HOPKIRK/HERMIONE You’re somebody. Be careful. Just then a SKINNY WIZARD strides by.",RON
Deathly Hallows: Part 1,HERMIONE_49,2940,"Relashio! The chains encircling Mary Cattermole’s wrists drop like dead snakes. As she stands, she eyes Harry in amazement as he transforms back into himself. HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 66. 85 CONTINUED: (4) 85",HERMIONE
Deathly Hallows: Part 1,HERMIONE_50,2967,"Harry... they’ve seen you. We’ve got to get out of here. Harry nods, quickens his pace. Ron glances about, then turns, facing Mary as he continues to walk backwards. REG CATTERMOLE/RON Mary. Go home. Get the kids. I’ll... I’ll meet you there. We have to get out the country, understand? Mary shakes her head, confused. REG CATTERMOLE/RON Mary! Do as I say! Mary stops, a bit teary-eyed, nods dutifully. Ron frowns. REG CATTERMOLE/RON I’m sorry. It’s just -- Mary Cattermole takes him by the collar, pulls him into a deep kiss. Harry and Hermione glance back and watch as Ron transforms -- during the kiss -- back into himself. HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 67. 86 CONTINUED: 86",HERMIONE
Deathly Hallows: Part 1,RON_50,2995,"Long story. Nice meeting you. He gives her a peck, races off. He’s halfway to the fireplaces when he spies... Percy. He slows, then stops altogether, and they stare, wordless, at one another. Finally, Percy begins to open his mouth --",RON
Deathly Hallows: Part 1,RON_51,3001,Piss off. Yaxley staggers into the atrium.,RON
Deathly Hallows: Part 1,HERMIONE_51,3028,"Harry, quickly, in my bag, there’s a small bottle labeled ‘Essence of Dittany.’ HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 68. 87 CONTINUED: 87 Harry turns, sees Hermione, bent over Ron’s twitching body.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_52,3037,"Quickly! Harry blinks, stumbles dizzily to the bag. As he reaches in, objects present themselves in furious succession.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_53,3044,"Unstopper it. Hermione rips open Ron’s shirt, which is soaked in blood. The flesh of his upper arm is flayed, as if someone had scooped a portion away.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_54,3051,"Just do it! Harry does so, hands her the bottle. She sprinkles three drops onto Ron’s BLEEDING WOUND. Greenish SMOKE billows.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_55,3058,"We were. We were there. But Yaxley had hold of me. I knew we couldn’t stay once he’d seen, so when he let go I brought us here. Ron got Splinched. I’m... sorry.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_56,3067,"It’s all I feel safe doing. Hermione rises, takes out her wand and begins to walk in a wide circle, MUTTERING.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_57,3071,Salvio Hexia... Protego Totalum... HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 69. 87 CONTINUED: (2) 87,HERMIONE
Deathly Hallows: Part 1,HERMIONE_58,3078,"Protective enchantments. I don’t fancy another visit like we had on Shaftesbury Avenue, do you? Especially with Ron like this. You can get going on the tent...",HERMIONE
Deathly Hallows: Part 1,HERMIONE_59,3088,Repello Muggletum... Muffliato... 88 EXT. FOREST - NIGHT (LATER) 88 The tent glows from within under a starlit sky. 89 INT. TENT - SAME TIME - NIGHT 89 Hermione pours tea from a kettle into cups.,HERMIONE
Deathly Hallows: Part 1,HERMIONE_60,3094,How’re the mushrooms? Seem to be the only edible things growing round here. Harry grimaces as he chews. “Edible” is clearly debatable.,HERMIONE
Deathly Hallows: Part 1,HERMIONE_61,3102,Make sure to leave some for Ron.,HERMIONE
Deathly Hallows: Part 1,HERMIONE_62,3114,"He’ll be alright in a few days. Hopefully. If we could take him to Hogwarts, to Madam Pomfrey -- Harry’s glance stops her, confirming what she knows.",HERMIONE
Deathly Hallows: Part 1,HERMIONE_63,3119,So where do we go next?,HERMIONE
Deathly Hallows: Part 1,HERMIONE_64,3135,"It scares me a bit, that, thinking it’s a piece of Vol--",HERMIONE
Deathly Hallows: Part 1,RON_52,3138,"No, don’t! Don’t say it! Harry and Hermione turn, see Ron stirring.",RON
Deathly Hallows: Part 1,RON_53,3141,It’s taboo -- You-Know-Who’s name. That’s how they track people now. It’s how they found us in the cafe that night.,RON
Deathly Hallows: Part 1,RON_54,3148,"I overheard a bloke from the Enforcement office talking about it at the Ministry. Blimey, what’s that smell?",RON
Deathly Hallows: Part 1,HERMIONE_65,3153,(no longer confident) Dinner? HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 71. 89 CONTINUED: (2) 89,HERMIONE
Deathly Hallows: Part 1,RON_55,3159,Not bloody likely. Smells like something Ginny would cook.,RON
Deathly Hallows: Part 1,HERMIONE_66,3162,"Tea? Ron nods. Grimacing, he pushes himself up, notices he’s wearing a SLING of Hermione’s fashioning. He looks from it to her as she tends the tea, a flicker of remorse playing over his face for his “dinner” remarks.",HERMIONE
Deathly Hallows: Part 1,RON_56,3168,"Is that it? Harry nods, hands him the locket. Ron turns it over in his hand. Frowns. Looks at Harry, who nods.",RON
Deathly Hallows: Part 1,RON_57,3178,... alive. Harry nods. Hermione eyes it coldly.,RON
Deathly Hallows: Part 1,HERMIONE_67,3181,I hate it. It’s like he’s here with us.,HERMIONE
Deathly Hallows: Part 1,HERMIONE_68,3193,"Incendio! Flames engulf the locket and its metal flesh turns scarlet, but then the flames die. HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 71A. 90 CONTINUED: 90",HERMIONE
Deathly Hallows: Part 1,HERMIONE_69,3206,"Confringo! The ground beneath the stump craters, but the locket remains untouched. Hermione lowers her wand, but Harry continues on, firing a succession of spells, looking almost possessed. Hermione studies him oddly until, finally, he stops. All goes silent except for the leaves shifting in wind above. Then, slowly, another sound comes clear... a TICKING. Coming from the locket.",HERMIONE
Deathly Hallows: Part 1,RON_58,3215,"It’s angry. Hermione shivers. Harry steps forward, kneels down and takes the locket by its chain. It TICKS. He slings it over his neck. Rises.",RON
Deathly Hallows: Part 1,HERMIONE_70,3220,What’re you doing?,HERMIONE
Deathly Hallows: Part 1,HERMIONE_71,3225,I can put it in my bag --,HERMIONE
Deathly Hallows: Part 1,RON_59,3229,"Seems strange, mate. Dumbledore sends you off to find a load of Horcruxes, but doesn’t bother to tell you how to destroy them. Doesn’t that bother you? Harry studies the locket, whose TICKING has slowed, then walks off. Hermione eyes Ron, who returns her glance, then pushes away from the tree and walks off slowly in the opposite direction. 91 INT. TENT - DUSK 91 Ron lies on his cot, fiddling with the radio. VOICES surface in the STATIC briefly, then fade. HARRY POTTER AND THE DEATHLY... - PT. 1 - Rev. 6/11/10 73. 92 EXT. ENCAMPMENT - SAME TIME - DUSK 92 Harry turns the MIRROR SHARD over in his fingers, then eyes Hermione collecting flowers in the distance. She looks beautiful. Seeing him, she smiles, waves, moves on. The RADIO SPITS STATIC and he TILTS THE MIRROR so he can see Ron. He looks annoyed, but holds his tongue and slips the mirror in his pocket. Noticing the locket, he slips it from his shirt, studies the fissures in the locket’s metal skin. Suddenly he WINCES. The locket spills from his palm, dances upon the chain. The SKIN encircling his scar CONSTRICTS.",RON
Deathly Hallows: Part 1,HERMIONE_72,3304,"I thought it had stopped. Harry looks at her, shakes his head.",HERMIONE
